"new_user","age","sex","market","device","operative_system","source","total_pages_visited","home_page","listing_page","product_page","payment_page","confirmation_page"
"1","36","Male","1","Mobile","iOS","Seo","6","1","1","1","0","0"
"1","36","Female","2","Desktop","Windows","Seo","8","1","1","1","0","0"
"1","36","Female","1","Desktop","Windows","Seo","8","1","1","1","1","0"
"1","36","Female","1","Mobile","iOS","Ads","6","1","1","1","0","0"
"1","36","Male","1","Mobile","iOS","Seo","3","1","0","0","0","0"
"1","36","Male","3","Desktop","Windows","Seo","3","1","1","0","0","0"
"1","36","Male","3","Mobile","Android","Seo","5","1","1","1","0","0"
"1","36","Female","1","Desktop","Windows","Seo","2","1","0","0","0","0"
"1","36","Male","1","Mobile","iOS","Seo","6","1","0","0","0","0"
"1","36","Male","1","Mobile","iOS","Seo","5","1","1","0","0","0"
"1","36","Female","1","Desktop","Windows","Ads","2","1","1","0","0","0"
"1","36","Female","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","36","Male","2","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","36","Male","1","Mobile","Other","Ads","6","1","1","1","0","0"
"1","36","Male","2","Mobile","Android","Ads","9","1","1","1","0","0"
"1","36","Female","1","Mobile","Android","Seo","5","1","1","1","0","0"
"1","36","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","36","Female","1","Mobile","iOS","Ads","20","1","1","1","1","1"
"1","36","Male","1","Desktop","Windows","Direct","4","1","1","1","1","0"
"1","36","Female","2","Mobile","iOS","Seo","10","1","1","1","0","0"
"1","36","Female","4","Mobile","Android","Ads","4","1","1","0","0","0"
"1","36","Male","1","Mobile","iOS","Seo","1","1","0","0","0","0"
"1","36","Female","1","Mobile","Android","Ads","8","1","1","1","0","0"
"1","36","Female","2","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","36","Female","1","Mobile","iOS","Ads","9","1","1","1","0","0"
"1","36","Female","1","Mobile","Other","Seo","5","1","1","1","0","0"
"1","36","Female","1","Mobile","iOS","Ads","7","1","1","0","0","0"
"1","36","Male","1","Desktop","Mac","Ads","1","1","0","0","0","0"
"1","36","Male","3","Desktop","Windows","Seo","5","1","0","0","0","0"
"1","36","Female","1","Mobile","iOS","Seo","1","1","0","0","0","0"
"1","36","Female","2","Mobile","Android","Ads","16","1","0","0","0","0"
"1","36","Female","1","Mobile","iOS","Seo","12","1","1","1","0","0"
"1","36","Male","3","Mobile","iOS","Direct","4","1","0","0","0","0"
"1","36","Female","1","Desktop","Windows","Ads","5","1","1","1","1","0"
"1","36","Male","1","Desktop","Windows","Seo","10","1","1","1","0","0"
"1","36","Male","2","Desktop","Windows","Seo","11","1","1","1","0","0"
"1","36","Female","3","Mobile","Android","Seo","18","1","1","0","0","0"
"1","36","Female","1","Mobile","iOS","Seo","13","1","0","0","0","0"
"1","36","Male","1","Desktop","Windows","Seo","6","1","0","0","0","0"
"1","36","Male","1","Mobile","Other","Ads","6","1","1","1","1","0"
"1","36","Male","2","Mobile","iOS","Ads","2","1","1","0","0","0"
"1","36","Male","1","Desktop","Windows","Ads","9","1","1","0","0","0"
"1","36","Male","2","Desktop","Windows","Seo","2","1","0","0","0","0"
"1","36","Female","4","Mobile","iOS","Ads","12","1","1","1","1","0"
"1","35","Female","2","Desktop","Windows","Seo","4","1","1","0","0","0"
"1","35","Male","3","Mobile","iOS","Ads","5","1","1","0","0","0"
"1","35","Male","1","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","35","Female","1","Desktop","Windows","Direct","6","1","1","1","1","0"
"1","35","Male","2","Desktop","Windows","Seo","6","1","1","0","0","0"
"1","35","Female","1","Mobile","Android","Ads","2","1","1","0","0","0"
"1","35","Male","1","Mobile","Android","Direct","3","1","1","1","0","0"
"1","35","Female","1","Mobile","iOS","Direct","16","1","1","0","0","0"
"1","35","Female","1","Mobile","iOS","Ads","3","1","1","1","0","0"
"1","35","Female","3","Mobile","Other","Direct","2","1","0","0","0","0"
"1","35","Female","3","Mobile","Android","Seo","8","1","1","0","0","0"
"1","35","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","35","Female","1","Mobile","Android","Ads","5","1","1","1","0","0"
"1","35","Female","1","Mobile","iOS","Ads","9","1","1","0","0","0"
"1","35","Male","1","Desktop","Windows","Seo","4","1","1","1","0","0"
"1","35","Male","2","Desktop","Windows","Direct","3","1","1","0","0","0"
"1","35","Female","2","Mobile","iOS","Seo","4","1","1","0","0","0"
"1","35","Female","1","Desktop","Mac","Seo","5","1","1","0","0","0"
"1","35","Male","1","Mobile","iOS","Seo","4","1","0","0","0","0"
"1","35","Female","1","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","35","Male","1","Mobile","Android","Ads","2","1","1","0","0","0"
"1","35","Male","1","Mobile","iOS","Seo","7","1","0","0","0","0"
"1","35","Female","2","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","35","Female","4","Mobile","iOS","Direct","3","1","1","1","0","0"
"1","35","Female","1","Mobile","Android","Seo","3","1","1","1","0","0"
"1","35","Male","2","Mobile","Android","Seo","4","1","1","1","0","0"
"1","35","Male","1","Mobile","iOS","Ads","4","1","1","1","0","0"
"1","35","Female","1","Desktop","Windows","Seo","4","1","1","1","0","0"
"1","35","Male","1","Mobile","Android","Seo","12","1","0","0","0","0"
"1","35","Male","3","Mobile","iOS","Ads","4","1","1","0","0","0"
"1","35","Female","1","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","35","Male","3","Desktop","Mac","Ads","5","1","1","0","0","0"
"1","35","Male","1","Desktop","Windows","Ads","8","1","0","0","0","0"
"1","35","Male","3","Desktop","Mac","Seo","9","1","0","0","0","0"
"1","35","Female","1","Mobile","iOS","Ads","6","1","1","1","0","0"
"1","35","Male","1","Desktop","Windows","Ads","10","1","1","1","0","0"
"1","35","Female","1","Desktop","Windows","Seo","4","1","0","0","0","0"
"1","35","Female","3","Mobile","Other","Ads","4","1","1","0","0","0"
"1","35","Male","3","Desktop","Windows","Seo","2","1","1","0","0","0"
"1","35","Male","1","Mobile","iOS","Ads","5","1","1","1","0","0"
"1","35","Female","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","35","Female","3","Desktop","Windows","Ads","3","1","1","0","0","0"
"1","35","Male","3","Mobile","Android","Ads","5","1","0","0","0","0"
"1","35","Female","2","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","35","Male","1","Mobile","iOS","Seo","18","1","1","1","0","0"
"1","35","Male","2","Mobile","iOS","Ads","6","1","0","0","0","0"
"1","35","Male","3","Mobile","iOS","Ads","5","1","1","0","0","0"
"1","35","Female","1","Mobile","Android","Seo","3","1","1","1","0","0"
"1","35","Female","1","Mobile","iOS","Seo","10","1","0","0","0","0"
"1","35","Male","1","Mobile","Android","Seo","9","1","0","0","0","0"
"1","35","Female","2","Mobile","Other","Ads","4","1","0","0","0","0"
"1","35","Male","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","35","Male","1","Mobile","Android","Seo","2","1","1","0","0","0"
"1","35","Female","1","Mobile","iOS","Ads","9","1","1","1","0","0"
"1","35","Male","1","Mobile","iOS","Seo","2","1","0","0","0","0"
"1","35","Female","3","Desktop","Windows","Seo","14","1","0","0","0","0"
"1","35","Male","1","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","35","Male","1","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","35","Female","2","Mobile","Android","Seo","6","1","1","0","0","0"
"1","35","Female","3","Mobile","iOS","Ads","4","1","1","0","0","0"
"1","35","Male","1","Mobile","iOS","Direct","3","1","0","0","0","0"
"1","35","Female","3","Mobile","Android","Ads","5","1","1","1","0","0"
"1","35","Female","1","Mobile","iOS","Ads","7","1","1","1","0","0"
"1","35","Male","2","Desktop","Windows","Seo","1","1","0","0","0","0"
"1","35","Female","3","Desktop","Mac","Seo","10","1","1","0","0","0"
"1","35","Female","4","Mobile","Android","Seo","4","1","1","0","0","0"
"1","35","Male","1","Mobile","Android","Seo","3","1","0","0","0","0"
"1","35","Female","3","Mobile","Android","Seo","11","1","0","0","0","0"
"1","35","Male","1","Desktop","Windows","Ads","6","1","1","1","0","0"
"1","35","Male","2","Mobile","Android","Seo","19","1","1","1","0","0"
"1","35","Female","1","Mobile","iOS","Seo","15","1","1","1","1","1"
"1","35","Male","1","Desktop","Windows","Seo","7","1","1","1","0","0"
"1","35","Female","3","Mobile","Android","Seo","3","1","1","1","0","0"
"1","35","Male","1","Mobile","Other","Seo","4","1","0","0","0","0"
"1","35","Female","2","Desktop","Windows","Seo","4","1","1","0","0","0"
"1","35","Female","1","Desktop","Windows","Seo","7","1","1","0","0","0"
"1","35","Male","1","Desktop","Windows","Seo","4","1","1","1","0","0"
"1","35","Female","1","Desktop","Windows","Seo","6","1","0","0","0","0"
"1","34","Male","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","34","Female","3","Mobile","iOS","Ads","7","1","1","0","0","0"
"1","34","Female","4","Mobile","Android","Ads","7","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Seo","14","1","0","0","0","0"
"1","34","Male","1","Mobile","Android","Seo","1","1","0","0","0","0"
"1","34","Female","1","Desktop","Windows","Direct","6","1","1","1","0","0"
"1","34","Female","2","Desktop","Mac","Ads","3","1","0","0","0","0"
"1","34","Male","1","Desktop","Mac","Seo","8","1","1","0","0","0"
"1","34","Male","1","Desktop","Windows","Seo","5","1","1","1","0","0"
"1","34","Female","1","Mobile","iOS","Seo","6","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Ads","3","1","1","1","0","0"
"1","34","Male","3","Desktop","Windows","Seo","3","1","1","0","0","0"
"1","34","Female","3","Mobile","Android","Seo","6","1","0","0","0","0"
"1","34","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","34","Female","2","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","34","Male","3","Mobile","Other","Seo","6","1","1","0","0","0"
"1","34","Female","3","Mobile","Android","Seo","18","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Seo","5","1","0","0","0","0"
"1","34","Male","1","Desktop","Windows","Ads","10","1","1","0","0","0"
"1","34","Male","1","Mobile","iOS","Ads","20","1","1","1","1","1"
"1","34","Male","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Seo","17","1","1","0","0","0"
"1","34","Female","1","Mobile","Android","Seo","17","1","0","0","0","0"
"1","34","Female","1","Desktop","Mac","Ads","4","1","1","1","0","0"
"1","34","Female","1","Desktop","Windows","Ads","7","1","1","1","0","0"
"1","34","Female","1","Mobile","iOS","Direct","10","1","1","1","0","0"
"1","34","Female","1","Mobile","Android","Seo","10","1","0","0","0","0"
"1","34","Male","1","Mobile","Android","Seo","6","1","1","0","0","0"
"1","34","Male","1","Desktop","Windows","Seo","8","1","1","0","0","0"
"1","34","Male","1","Mobile","iOS","Seo","19","1","1","1","0","0"
"1","34","Female","3","Desktop","Windows","Seo","4","1","1","1","0","0"
"1","34","Male","3","Mobile","Android","Seo","3","1","1","1","0","0"
"1","34","Male","3","Desktop","Windows","Seo","8","1","0","0","0","0"
"1","34","Male","1","Mobile","iOS","Ads","6","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Ads","8","1","1","1","0","0"
"1","34","Female","4","Mobile","iOS","Seo","14","1","1","1","0","0"
"1","34","Male","1","Mobile","Android","Seo","3","1","1","1","0","0"
"1","34","Female","1","Mobile","iOS","Seo","10","1","1","1","1","0"
"1","34","Male","1","Mobile","Android","Ads","13","1","1","0","0","0"
"1","34","Male","1","Mobile","iOS","Ads","3","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Seo","7","1","1","1","0","0"
"1","34","Female","1","Mobile","Android","Seo","2","1","0","0","0","0"
"1","34","Female","1","Mobile","iOS","Ads","3","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Ads","3","1","1","1","0","0"
"1","34","Female","2","Desktop","Windows","Ads","12","1","1","0","0","0"
"1","34","Male","1","Desktop","Windows","Direct","21","1","1","1","1","0"
"1","34","Female","2","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","34","Female","1","Mobile","Other","Ads","3","1","1","1","0","0"
"1","34","Female","3","Desktop","Windows","Seo","7","1","1","1","0","0"
"1","34","Female","3","Mobile","Android","Ads","3","1","0","0","0","0"
"1","34","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","34","Female","1","Mobile","Android","Direct","2","1","0","0","0","0"
"1","34","Female","1","Mobile","Android","Seo","20","1","0","0","0","0"
"1","34","Male","1","Desktop","Windows","Ads","2","1","0","0","0","0"
"1","34","Male","1","Mobile","Android","Ads","8","1","1","1","0","0"
"1","34","Male","1","Desktop","Windows","Seo","9","1","1","0","0","0"
"1","34","Female","1","Mobile","Android","Seo","7","1","1","1","0","0"
"1","33","Female","3","Desktop","Windows","Seo","3","1","0","0","0","0"
"1","33","Male","2","Desktop","Windows","Ads","4","1","1","1","0","0"
"1","33","Male","1","Mobile","iOS","Seo","4","1","1","0","0","0"
"1","33","Female","1","Mobile","iOS","Seo","7","1","1","0","0","0"
"1","33","Male","1","Mobile","iOS","Seo","4","1","1","0","0","0"
"1","33","Male","4","Mobile","iOS","Seo","4","1","1","1","0","0"
"1","33","Male","3","Mobile","Other","Ads","3","1","1","1","0","0"
"1","33","Female","1","Desktop","Windows","Seo","5","1","0","0","0","0"
"1","33","Female","3","Mobile","Android","Seo","3","1","1","1","0","0"
"1","33","Male","1","Mobile","Other","Seo","3","1","1","0","0","0"
"1","33","Female","1","Mobile","iOS","Ads","3","1","1","1","0","0"
"1","33","Female","1","Desktop","Windows","Ads","17","1","0","0","0","0"
"1","33","Male","1","Mobile","iOS","Direct","6","1","0","0","0","0"
"1","33","Female","4","Mobile","iOS","Seo","4","1","1","1","0","0"
"1","33","Female","1","Desktop","Mac","Seo","4","1","0","0","0","0"
"1","33","Male","1","Mobile","iOS","Ads","6","1","1","0","0","0"
"1","33","Male","1","Mobile","Android","Seo","4","1","1","0","0","0"
"1","33","Male","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","33","Female","3","Desktop","Windows","Ads","5","1","1","0","0","0"
"1","33","Female","1","Mobile","Android","Seo","2","1","1","0","0","0"
"1","33","Female","1","Mobile","Android","Seo","3","1","1","1","0","0"
"1","33","Female","4","Mobile","iOS","Seo","4","1","1","1","0","0"
"1","33","Female","2","Mobile","Other","Seo","5","1","1","1","0","0"
"1","33","Male","1","Desktop","Mac","Ads","4","1","1","1","0","0"
"1","33","Male","1","Mobile","Android","Seo","10","1","1","0","0","0"
"1","33","Female","3","Desktop","Mac","Direct","8","1","0","0","0","0"
"1","33","Female","2","Mobile","Android","Seo","3","1","1","1","0","0"
"1","33","Male","4","Mobile","iOS","Ads","4","1","0","0","0","0"
"1","33","Male","2","Desktop","Windows","Ads","5","1","1","1","0","0"
"1","33","Female","1","Mobile","iOS","Seo","3","1","1","0","0","0"
"1","33","Male","2","Desktop","Windows","Seo","5","1","0","0","0","0"
"1","33","Male","1","Mobile","iOS","Seo","6","1","1","1","0","0"
"1","33","Female","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","33","Female","2","Mobile","Android","Seo","7","1","1","1","0","0"
"1","33","Female","1","Mobile","iOS","Seo","3","1","0","0","0","0"
"1","33","Male","1","Mobile","Android","Ads","14","1","1","0","0","0"
"1","33","Male","1","Mobile","Android","Ads","3","1","1","1","0","0"
"1","33","Female","2","Mobile","iOS","Seo","2","1","1","0","0","0"
"1","33","Male","1","Mobile","iOS","Ads","2","1","1","0","0","0"
"1","33","Male","2","Mobile","iOS","Ads","13","1","0","0","0","0"
"1","33","Male","2","Mobile","Android","Seo","3","1","1","1","0","0"
"1","33","Female","1","Mobile","Android","Ads","3","1","1","0","0","0"
"1","33","Male","2","Mobile","Other","Seo","3","1","1","1","0","0"
"1","33","Female","3","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","33","Male","3","Mobile","Other","Direct","6","1","0","0","0","0"
"1","33","Female","1","Desktop","Windows","Direct","3","1","1","1","0","0"
"1","33","Female","2","Mobile","iOS","Direct","3","1","0","0","0","0"
"1","33","Male","3","Desktop","Windows","Seo","8","1","0","0","0","0"
"1","33","Female","4","Mobile","iOS","Seo","5","1","1","1","0","0"
"1","33","Male","1","Desktop","Windows","Ads","3","1","1","1","0","0"
"1","33","Male","3","Mobile","Android","Seo","6","1","1","1","0","0"
"1","33","Male","2","Mobile","iOS","Ads","4","1","1","1","1","0"
"1","33","Female","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","33","Male","1","Desktop","Windows","Seo","8","1","0","0","0","0"
"1","33","Female","1","Mobile","iOS","Ads","12","1","1","1","0","0"
"1","33","Male","2","Mobile","Other","Ads","4","1","1","1","0","0"
"1","33","Female","3","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","33","Male","1","Mobile","iOS","Seo","2","1","0","0","0","0"
"1","33","Male","2","Desktop","Mac","Direct","3","1","1","1","0","0"
"1","33","Female","1","Desktop","Windows","Ads","4","1","1","1","0","0"
"1","33","Male","1","Mobile","iOS","Ads","14","1","1","1","0","0"
"1","33","Male","3","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","33","Male","1","Mobile","iOS","Seo","16","1","0","0","0","0"
"1","33","Female","1","Mobile","iOS","Seo","9","1","1","1","0","0"
"1","33","Female","3","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","33","Female","1","Desktop","Windows","Seo","24","1","1","1","1","1"
"1","33","Male","1","Mobile","iOS","Ads","3","1","1","1","0","0"
"1","33","Female","2","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","33","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","33","Male","1","Desktop","Windows","Ads","8","1","1","1","0","0"
"1","33","Male","1","Desktop","Windows","Ads","5","1","1","1","0","0"
"1","33","Male","1","Mobile","iOS","Ads","13","1","1","1","0","0"
"1","32","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","32","Female","3","Mobile","iOS","Seo","15","1","0","0","0","0"
"1","32","Female","1","Desktop","Windows","Seo","8","1","1","0","0","0"
"1","32","Female","3","Desktop","Windows","Ads","4","1","1","0","0","0"
"1","32","Male","4","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","32","Male","2","Desktop","Windows","Seo","5","1","1","1","0","0"
"1","32","Female","1","Desktop","Windows","Ads","13","1","1","1","0","0"
"1","32","Male","2","Desktop","Windows","Seo","19","1","1","0","0","0"
"1","32","Male","3","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","32","Female","1","Desktop","Mac","Seo","3","1","1","0","0","0"
"1","32","Male","4","Desktop","Windows","Ads","13","1","1","1","0","0"
"1","32","Male","1","Desktop","Windows","Seo","12","1","0","0","0","0"
"1","32","Male","2","Desktop","Windows","Seo","7","1","1","1","0","0"
"1","32","Male","2","Mobile","iOS","Seo","14","1","1","1","0","0"
"1","32","Male","2","Mobile","iOS","Seo","5","1","1","1","1","0"
"1","32","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","32","Female","1","Mobile","iOS","Seo","9","1","1","1","0","0"
"1","32","Male","1","Mobile","iOS","Seo","4","1","1","0","0","0"
"1","32","Male","1","Mobile","iOS","Seo","4","1","1","1","1","0"
"1","32","Male","3","Desktop","Windows","Ads","6","1","1","1","0","0"
"1","32","Male","3","Mobile","iOS","Seo","12","1","1","1","0","0"
"1","32","Male","1","Mobile","iOS","Ads","5","1","1","0","0","0"
"1","32","Male","1","Desktop","Windows","Seo","4","1","1","1","0","0"
"1","32","Male","2","Mobile","iOS","Seo","4","1","0","0","0","0"
"1","32","Female","4","Desktop","Windows","Seo","4","1","1","1","1","0"
"1","32","Female","3","Desktop","Mac","Seo","5","1","0","0","0","0"
"1","32","Female","1","Desktop","Windows","Seo","19","1","1","1","1","1"
"1","32","Female","1","Desktop","Windows","Ads","3","1","1","1","0","0"
"1","32","Female","3","Mobile","Android","Seo","4","1","0","0","0","0"
"1","32","Male","1","Desktop","Windows","Ads","2","1","1","0","0","0"
"1","32","Female","3","Desktop","Mac","Seo","3","1","1","1","0","0"
"1","32","Male","2","Desktop","Windows","Seo","7","1","1","0","0","0"
"1","32","Male","3","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","32","Male","1","Desktop","Mac","Seo","6","1","1","1","0","0"
"1","32","Male","1","Mobile","iOS","Seo","6","1","1","1","0","0"
"1","32","Female","2","Desktop","Windows","Ads","4","1","1","1","1","0"
"1","32","Male","1","Mobile","iOS","Direct","8","1","1","1","0","0"
"1","32","Female","3","Desktop","Mac","Ads","3","1","1","0","0","0"
"1","32","Female","1","Mobile","iOS","Direct","10","1","1","0","0","0"
"1","32","Male","1","Desktop","Windows","Seo","4","1","1","0","0","0"
"1","32","Female","1","Desktop","Windows","Ads","3","1","1","0","0","0"
"1","32","Female","1","Desktop","Windows","Seo","9","1","1","1","0","0"
"1","32","Female","1","Mobile","Other","Seo","7","1","0","0","0","0"
"1","32","Male","1","Mobile","Android","Seo","2","1","0","0","0","0"
"1","32","Male","3","Mobile","iOS","Ads","4","1","0","0","0","0"
"1","32","Male","1","Desktop","Windows","Seo","4","1","1","1","0","0"
"1","32","Female","3","Mobile","iOS","Direct","3","1","1","1","0","0"
"1","32","Male","1","Mobile","Other","Seo","3","1","1","1","0","0"
"1","32","Male","2","Mobile","Android","Ads","5","1","0","0","0","0"
"1","32","Male","1","Mobile","Android","Seo","12","1","1","1","0","0"
"1","32","Male","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","32","Male","2","Mobile","iOS","Ads","7","1","1","0","0","0"
"1","32","Female","3","Mobile","iOS","Seo","2","1","0","0","0","0"
"1","32","Female","1","Desktop","Windows","Seo","10","1","0","0","0","0"
"1","32","Male","1","Desktop","Windows","Seo","1","1","0","0","0","0"
"1","32","Female","1","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","32","Female","2","Desktop","Windows","Seo","11","1","0","0","0","0"
"1","32","Female","3","Mobile","Android","Seo","8","1","0","0","0","0"
"1","32","Female","3","Mobile","iOS","Direct","8","1","1","1","0","0"
"1","32","Male","2","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","32","Female","1","Mobile","Android","Seo","3","1","1","1","0","0"
"1","32","Male","1","Mobile","Android","Seo","2","1","1","0","0","0"
"1","32","Female","4","Mobile","iOS","Seo","8","1","1","0","0","0"
"1","32","Male","1","Desktop","Mac","Seo","9","1","1","0","0","0"
"1","32","Female","1","Mobile","Android","Direct","16","1","1","0","0","0"
"1","32","Male","3","Mobile","Android","Seo","4","1","1","1","0","0"
"1","32","Female","1","Mobile","iOS","Direct","3","1","1","1","0","0"
"1","32","Male","1","Desktop","Windows","Seo","8","1","1","0","0","0"
"1","32","Female","1","Mobile","Other","Seo","3","1","0","0","0","0"
"1","32","Male","2","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","32","Female","3","Desktop","Windows","Seo","6","1","1","1","0","0"
"1","32","Male","1","Mobile","Android","Seo","12","1","1","1","1","0"
"1","32","Male","2","Desktop","Windows","Seo","9","1","1","1","0","0"
"1","32","Male","1","Desktop","Mac","Ads","19","1","1","0","0","0"
"1","32","Male","1","Desktop","Windows","Ads","3","1","1","1","0","0"
"1","32","Male","3","Mobile","iOS","Direct","6","1","0","0","0","0"
"1","32","Female","2","Desktop","Windows","Ads","3","1","1","1","0","0"
"1","32","Female","1","Mobile","iOS","Seo","7","1","0","0","0","0"
"1","32","Female","1","Mobile","iOS","Seo","5","1","0","0","0","0"
"1","32","Female","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","32","Male","2","Mobile","iOS","Ads","5","1","1","1","0","0"
"1","32","Female","1","Desktop","Windows","Direct","3","1","0","0","0","0"
"1","32","Male","1","Desktop","Mac","Seo","9","1","1","1","1","0"
"1","32","Female","1","Mobile","iOS","Seo","1","1","0","0","0","0"
"1","32","Male","1","Desktop","Windows","Seo","13","1","1","0","0","0"
"1","32","Male","1","Mobile","Other","Ads","7","1","1","1","0","0"
"1","32","Female","1","Desktop","Windows","Ads","5","1","1","0","0","0"
"1","32","Male","1","Mobile","iOS","Ads","3","1","1","1","0","0"
"1","32","Male","1","Mobile","Android","Seo","4","1","1","1","0","0"
"1","32","Male","1","Desktop","Windows","Seo","5","1","0","0","0","0"
"1","32","Male","1","Mobile","iOS","Seo","4","1","1","0","0","0"
"1","32","Male","1","Desktop","Windows","Ads","4","1","1","1","0","0"
"1","32","Male","1","Desktop","Windows","Ads","3","1","1","0","0","0"
"1","32","Female","1","Desktop","Windows","Seo","5","1","1","0","0","0"
"1","32","Female","3","Desktop","Mac","Seo","12","1","0","0","0","0"
"1","32","Male","1","Mobile","iOS","Ads","8","1","1","1","0","0"
"1","32","Female","1","Mobile","iOS","Ads","6","1","0","0","0","0"
"1","32","Male","1","Mobile","iOS","Ads","5","1","0","0","0","0"
"1","32","Male","1","Mobile","iOS","Seo","5","1","1","1","0","0"
"1","32","Female","2","Mobile","Android","Ads","3","1","1","0","0","0"
"1","32","Male","2","Mobile","Android","Seo","8","1","1","1","0","0"
"1","32","Male","1","Mobile","Android","Seo","2","1","1","0","0","0"
"1","32","Male","1","Mobile","Other","Seo","9","1","1","1","0","0"
"1","32","Male","1","Mobile","iOS","Seo","3","1","1","1","0","0"
"1","32","Female","3","Mobile","Android","Ads","5","1","0","0","0","0"
"1","31","Female","1","Desktop","Mac","Seo","5","1","1","1","1","0"
"1","31","Male","1","Desktop","Windows","Seo","3","1","0","0","0","0"
"1","31","Female","1","Desktop","Windows","Direct","22","1","0","0","0","0"
"1","31","Male","1","Desktop","Mac","Seo","1","1","0","0","0","0"
"1","31","Female","1","Mobile","Android","Seo","8","1","1","1","0","0"
"1","31","Female","4","Desktop","Windows","Seo","3","1","1","1","0","0"
"1","31","Male","2","Desktop","Windows","Ads","7","1","1","1","0","0"
"1","31","Female","1","Desktop","Windows","Seo","9","1","1","1","0","0"
"1","31","Female","4","Mobile","Android","Seo","8","1","0","0","0","0"
"1","31","Female","2","Mobile","Android","Seo","6","1","0","0","0","0"
"1","31","Male","1","Mobile","iOS","Seo","5","1","1","0","0","0"
"1","31","Female","1","Desktop","Mac","Direct","3","1","1","1","0","0"
"1","31","Male","1","Mobile","iOS","Ads","18","1","1","1","1","0"
"1","31","Male","1","Mobile","Other","Ads","4","1","1","1","0","0"
"1","31","Female","4","Desktop","Windows","Seo","11","1","1","0","0","0"
"1","31","Male","1","Mobile","Android","Seo","6","1","1","1","0","0"
"1","31","Male","4","Desktop","Windows","Ads","7","1","0","0","0","0"
"1","31","Female","1","Mobile","Android","Ads","3","1","1","0","0","0"
"1","31","Male","3","Desktop","Windows","Seo","2","1","1","0","0","0"
"1","31","Male","1","Desktop","Windows","Seo","9","1","1","0","0","0"
"1","31","Female","1","Desktop","Mac","Seo","23","1","1","1","1","1"
"1","31","Male","3","Mobile","Android","Seo","5","1","0","0","0","0"
"1","31","Male","4","Mobile","Other","Seo","3","1","0","0","0","0"
"1","31","Female","2","Mobile","iOS","Seo","19","1","0","0","0","0"
"1","31","Female","1","Desktop","Windows","Ads","8","1","1","0","0","0"
"1","31","Male","4","Mobile","iOS","Ads","6","1","1","0","0","0"
"1","31","Female","1","Mobile","iOS","Seo","7","1","1","0","0","0"
"1","31","Male","1","Mobile","iOS","Seo","8","1","1","1","0","0"
"1","31","Female","3","Mobile","iOS","Seo","5","1","1","1","0","0"
"1","31","Female","1","Desktop","Windows","Seo","2","1","1","0","0","0"
"1","31","Male","1","Mobile","Android","Seo","4","1","1","0","0","0"
"1","31","Female","3","Desktop","Windows","Seo","17","1","1","1","1","0"
"1","31","Female","1","Mobile","iOS","Seo","9","1","1","1","0","0"
"1","31","Male","1","Desktop","Windows","Direct","7","1","1","1","0","0"
